konto 1 (Doris Kruth, id 4111194444, kundnr 1): 499150.0
konto 1224 (Paula Efternamn1059, id 197912122384, kundnr 1224): 215028.0
konto 1225 (Judy Efternamn2358, id 197912129280, kundnr 1225): 325016.0
konto 1226 (Linn Efternamn1244, id 197912212383, kundnr 1226): 324024.0
konto 1227 (Ann Efternamn3287, id 198001202384, kundnr 1227): 215024.0
konto 1228 (Christer Efternamn2360, id 198001292393, kundnr 1228): 212104.0
konto 1229 (Angelika Evelin Efternamn3266, id 198002132382, kundnr 1229): 215028.0
konto 1230 (Niclas Efternamn1062, id 198003012393, kundnr 1230): 215024.0
konto 1231 (Sara Efternamn3289, id 198003102384, kundnr 1231): 325010.0
konto 1232 (Elmer Milton Efternamn1803, id 198003242396, kundnr 1232): 325010.0
konto 1233 (Hanna Efternamn3290, id 198004172386, kundnr 1233): 212104.0
konto 1234 (Alwin Efternamn1420, id 198004282391, kundnr 1234): 212104.0
konto 1235 (Bernt Efternamn3617, id 198004292390, kundnr 1235): 215032.0
konto 1236 (Martina Efternamn1613, id 198006042389, kundnr 1236): 215016.0
konto 1237 (Sverker Efternamn3625, id 198007282398, kundnr 1237): 212104.0
konto 1238 (Mary Efternamn1807, id 198008022389, kundnr 1238): 215016.0
konto 1239 (Anja Efternamn3465, id 198008082383, kundnr 1239): 212104.0
konto 1240 (Jacqueline Vera Efternamn1184, id 198008102389, kundnr 1240): 215028.0
konto 1241 (Anders Ossian Efternamn1047, id 198008162391, kundnr 1241): 212104.0
konto 1242 (Mia Efternamn2309, id 198104152387, kundnr 1242): 215028.0
konto 1243 (Pia Efternamn1756, id 198104302388, kundnr 1243): 212104.0
konto 1244 (Oscar Efternamn1188, id 198104302396, kundnr 1244): 215028.0
konto 1245 (Junia Efternamn2678, id 198105132388, kundnr 1245): 325010.0
konto 1246 (Bobo Efternamn1998, id 198105142395, kundnr 1246): 215028.0
konto 1247 (Evelina Efternamn2369, id 198106092383, kundnr 1247): 215024.0
konto 1248 (Oliwer Efternamn1419, id 198106182390, kundnr 1248): 215006.0
konto 1249 (Marlene Efternamn1800, id 198106212387, kundnr 1249): 324024.0
konto 1250 (Hilde Efternamn1002, id 198107192398, kundnr 1250): 212104.0
konto 1251 (Ingvar Efternamn3410, id 198107232392, kundnr 1251): 212104.0
konto 1252 (Torgny Efternamn2548, id 198108232391, kundnr 1252): 215024.0
konto 1253 (Johan Efternamn3866, id 198109052392, kundnr 1253): 212104.0
konto 1254 (Bertil Efternamn3300, id 198109079296, kundnr 1254): 215024.0
konto 1255 (Ada Efternamn1623, id 198109172380, kundnr 1255): 215024.0
konto 1256 (Berit Efternamn2849, id 198109232382, kundnr 1256): 215028.0
konto 1257 (Berit Efternamn1261, id 198109302383, kundnr 1257): 215028.0
konto 1258 (Paul Efternamn3276, id 198109302391, kundnr 1258): 215028.0
konto 1259 (Sanna Efternamn1625, id 198110022384, kundnr 1259): 215028.0
konto 1260 (Tobias Efternamn1774, id 198110262394, kundnr 1260): 215028.0
konto 1261 (Kerstin Efternamn2697, id 198111022383, kundnr 1261): 212103.0
konto 1262 (Per Torulf Nikodemus Efternamn1369, id 198111022391, kundnr 1262): 215032.0
konto 1263 (Ryan Efternamn3101, id 198111082395, kundnr 1263): 215028.0
konto 1264 (Margit Efternamn1262, id 198111102383, kundnr 1264): 212104.0
konto 1265 (Jack Efternamn2004, id 198111262393, kundnr 1265): 212104.0
konto 1266 (Sara Efternamn2745, id 198112022382, kundnr 1266): 212104.0
konto 1267 (Emy Efternamn3478, id 198112122380, kundnr 1267): 325010.0
konto 1268 (Joakim Hans Efternamn2676, id 198201182394, kundnr 1268): 215027.0
konto 1269 (Tuva-Li Efternamn3676, id 198201232389, kundnr 1269): 212104.0
konto 1270 (Julian Efternamn1821, id 198202032390, kundnr 1270): 215006.0
konto 1271 (Ralf Efternamn1441, id 198202122399, kundnr 1271): 215024.0
konto 1272 (Albin Efternamn3057, id 198203212397, kundnr 1272): 215024.0
konto 1273 (Eda Efternamn2906, id 198010032384, kundnr 1273): 215006.0
konto 1274 (Frida Efternamn2366, id 198011222380, kundnr 1274): 212104.0
konto 1275 (Alfons Milo Efternamn2528, id 198011232397, kundnr 1275): 212104.0
konto 1276 (Turid Efternamn3469, id 198012212380, kundnr 1276): 215006.0
konto 1277 (Jose Maria Efternamn1618, id 198101122391, kundnr 1277): 212104.0
konto 1278 (Iris Efternamn2552, id 198101232380, kundnr 1278): 212104.0
konto 1279 (Ricky Efternamn2709, id 198102242396, kundnr 1279): 212104.0
konto 1280 (Eva Efternamn2178, id 198103022383, kundnr 1280): 215006.0
konto 1281 (Linda Efternamn2678, id 197705022387, kundnr 1281): 325010.0
konto 1282 (Fina Efternamn1100, id 197705062383, kundnr 1282): 215028.0
konto 1283 (Sven-Erik Efternamn2941, id 197705152390, kundnr 1283): 212104.0
konto 1284 (Olle Efternamn3904, id 197705162399, kundnr 1284): 215024.0
konto 1285 (Laban Efternamn2849, id 197705242399, kundnr 1285): 215006.0
konto 1286 (Mariam Efternamn3706, id 197705272388, kundnr 1286): 215028.0
konto 1287 (Jenny Efternamn2889, id 197705292386, kundnr 1287): 212104.0
konto 1288 (Gina Efternamn1453, id 197706032385, kundnr 1288): 215028.0
konto 1289 (Ulla Efternamn2852, id 197706102386, kundnr 1289): 215028.0
konto 1290 (Alan Efternamn1989, id 197706132391, kundnr 1290): 215028.0
konto 1291 (Lalaura Efternamn3840, id 197707212382, kundnr 1291): 212104.0
konto 1292 (Jane Efternamn1656, id 197707312380, kundnr 1292): 215028.0
konto 1293 (Tvåa Efternamn2038, id 197708062380, kundnr 1293): 215028.0
konto 1294 (Lena Efternamn3519, id 197708082388, kundnr 1294): 212104.0
konto 1295 (Klara Efternamn3334, id 197708112383, kundnr 1295): 324024.0
konto 1296 (Peter Efternamn3285, id 197708142398, kundnr 1296): 215028.0
konto 1297 (Åsa Efternamn2591, id 197708202382, kundnr 1297): 215024.0
konto 1298 (Henning James Efternamn2763, id 197708212399, kundnr 1298): 215024.0
konto 1299 (Jonas Efternamn3519, id 197708252395, kundnr 1299): 212104.0
konto 1300 (Anna Mathilda Efternamn1744, id 197708272385, kundnr 1300): 215006.0
konto 1301 (Aksel Efternamn1657, id 197708272393, kundnr 1301): 215028.0
konto 1302 (Tommy Efternamn3908, id 197709022391, kundnr 1302): 215028.0
konto 1303 (Katja Efternamn1242, id 197709092386, kundnr 1303): 215028.0
konto 1304 (Taisto Efternamn2225, id 197709222397, kundnr 1304): 215028.0
konto 1305 (Alfons Efternamn3910, id 197709302397, kundnr 1305): 215028.0
konto 1306 (Mäivis Efternamn2393, id 197710012381, kundnr 1306): 215028.0
konto 1307 (Isa Efternamn2394, id 197710082384, kundnr 1307): 212104.0
konto 1308 (Jens Efternamn2716, id 197710082392, kundnr 1308): 215028.0
konto 1309 (Alexandra Efternamn2946, id 197710092383, kundnr 1309): 215028.0
konto 1310 (André Efternamn3049, id 197710202396, kundnr 1310): 215028.0
konto 1311 (Anna-Lena Efternamn2217, id 197710222386, kundnr 1311): 215028.0
konto 1312 (Eva-Maria Efternamn3517, id 197711062385, kundnr 1312): 215028.0
konto 1313 (Fredric Efternamn3687, id 197711122395, kundnr 1313): 325010.0
konto 1314 (Adrian Efternamn3647, id 197712092399, kundnr 1314): 215028.0
konto 1315 (Jerk Oskar Efternamn3838, id 197712202394, kundnr 1315): 215027.0
konto 1316 (Embla Efternamn3832, id 197801212387, kundnr 1316): 212104.0
konto 1317 (Mikael Efternamn2152, id 197802032396, kundnr 1317): 215024.0
konto 1318 (Celine Efternamn1661, id 197802092382, kundnr 1318): 212104.0
konto 1319 (Gill Efternamn2900, id 197802282389, kundnr 1319): 215028.0
konto 1320 (Johan Efternamn2227, id 197803072391, kundnr 1320): 212104.0
konto 1321 (Veronica Joline Efternamn3880, id 197804262389, kundnr 1321): 215028.0
konto 1322 (Eva Efternamn3725, id 197805202384, kundnr 1322): 212104.0
konto 1323 (Sara Efternamn1108, id 197806062381, kundnr 1323): 212104.0
konto 1324 (Melanie Amelia Efternamn1443, id 197806102385, kundnr 1324): 215028.0
konto 1325 (Jaako Efternamn1288, id 197806122391, kundnr 1325): 325010.0
konto 1326 (Sigge Efternamn3853, id 197806152398, kundnr 1326): 215028.0
konto 1327 (Lisa Efternamn2046, id 197806302381, kundnr 1327): 212104.0
konto 1328 (Björn Efternamn2400, id 197807102392, kundnr 1328): 215028.0
konto 1329 (Fritz Efternamn2178, id 197807192393, kundnr 1329): 215006.0
konto 1330 (Jackie Efternamn2189, id 197807252387, kundnr 1330): 212104.0
konto 1331 (Conny Efternamn1574, id 197807292391, kundnr 1331): 215028.0
konto 1332 (Kevin Christian Efternamn3324, id 197808162395, kundnr 1332): 215020.0
konto 1333 (Nina Efternamn2026, id 197809202380, kundnr 1333): 215028.0
konto 1334 (Rayner Efternamn3428, id 197810132394, kundnr 1334): 212104.0
konto 1335 (Cecilia Villemo Efternamn1244, id 197810282389, kundnr 1335): 215028.0
konto 1336 (Harald Efternamn2338, id 197811082390, kundnr 1336): 215028.0
konto 1337 (Bruno Efternamn2217, id 197811122394, kundnr 1337): 215028.0
konto 1338 (Amanda Efternamn2678, id 197811252381, kundnr 1338): 212104.0
konto 1339 (Michelle Efternamn3490, id 197812172380, kundnr 1339): 215028.0
konto 1340 (Filip Efternamn2346, id 197901232392, kundnr 1340): 212104.0
konto 1341 (Juha Efternamn3686, id 197901252390, kundnr 1341): 212104.0
konto 1342 (Marie Efternamn3491, id 197902162382, kundnr 1342): 215028.0
konto 1343 (Enzo Efternamn2877, id 197902272397, kundnr 1343): 212104.0
konto 1344 (Sanna Efternamn2759, id 197903042385, kundnr 1344): 324024.0
konto 1345 (Kimberley Efternamn1270, id 197903082381, kundnr 1345): 212104.0
konto 1346 (Risto Efternamn3309, id 197903082399, kundnr 1346): 324024.0
konto 1347 (Stina Efternamn2924, id 197903132384, kundnr 1347): 215006.0
konto 1348 (Tina Efternamn2152, id 197903142383, kundnr 1348): 212104.0
konto 1349 (Maria Efternamn1449, id 197903292386, kundnr 1349): 325010.0
konto 1350 (Ann-Kristin Efternamn2015, id 197904052383, kundnr 1350): 215028.0
konto 1351 (Adam Efternamn2378, id 197904152399, kundnr 1351): 215028.0
konto 1352 (Rufus Efternamn2926, id 197905012394, kundnr 1352): 212104.0
konto 1353 (Ingvar Efternamn3803, id 197905112392, kundnr 1353): 215028.0
konto 1354 (Bengt Efternamn2697, id 197905132390, kundnr 1354): 212104.0
konto 1355 (Anders Efternamn3688, id 197905169251, kundnr 1355): 324023.0
konto 1356 (Lotta Efternamn1220, id 197905312380, kundnr 1356): 215028.0
konto 1357 (Lee Efternamn2017, id 197906102392, kundnr 1357): 324024.0
konto 1358 (Lennart Efternamn1227, id 197906242396, kundnr 1358): 215028.0
konto 1359 (Sonja Efternamn2764, id 197907052380, kundnr 1359): 324024.0
konto 1360 (Svea Olivia Efternamn2765, id 197907099282, kundnr 1360): 215024.0
konto 1361 (Jill Efternamn2379, id 197907102383, kundnr 1361): 324024.0
konto 1362 (Leo Efternamn3083, id 197908092393, kundnr 1362): 215024.0
konto 1363 (Caisa Efternamn3273, id 197908232387, kundnr 1363): 215006.0
konto 1364 (Urban Efternamn2176, id 197909022399, kundnr 1364): 215024.0
konto 1365 (Sara-Lena Efternamn1794, id 197909102381, kundnr 1365): 324024.0
konto 1366 (Marika Efternamn2869, id 197909192382, kundnr 1366): 212104.0
konto 1367 (Ladislava Romana Efternamn3086, id 197910039283, kundnr 1367): 325010.0
konto 1368 (Mathilda Efternamn3280, id 197910232383, kundnr 1368): 215028.0
konto 1369 (Jan-Lennart Svante Tor-Eric Tore Efternamn3293, id 197702092391, kundnr 1369): 215028.0
konto 1370 (Jenny Efternamn2584, id 197702142386, kundnr 1370): 212104.0
konto 1371 (Oskar Fredrik Efternamn1375, id 197702162392, kundnr 1371): 215032.0
konto 1372 (Maria Helen Efternamn2851, id 197703092382, kundnr 1372): 212104.0
konto 1373 (Melina Efternamn1625, id 197703272380, kundnr 1373): 215028.0
konto 1374 (Karl Fredrik Efternamn3031, id 197704032395, kundnr 1374): 215020.0
konto 1375 (Ulrik Efternamn1796, id 197704212393, kundnr 1375): 215028.0
konto 1376 (Ingegärd Elisabet Efternamn1074, id 193806099101, kundnr 1376): 215020.0
konto 1377 (Gunnar Efternamn2963, id 193809098894, kundnr 1377): 215024.0
konto 1378 (Turla Efternamn2204, id 194003189083, kundnr 1378): 215027.0
konto 1379 (Monica Elisabeth Efternamn1945, id 194004019180, kundnr 1379): 215025.0
konto 1380 (Palt-Olof Efternamn2063, id 194009109077, kundnr 1380): 215027.0
konto 1381 (Ragna Efternamn1823, id 194010169185, kundnr 1381): 215020.0
konto 1382 (Merja Aulikki Efternamn3922, id 194012037224, kundnr 1382): 212104.0
konto 1383 (Lena Margareta Efternamn1129, id 194012239101, kundnr 1383): 215020.0
konto 1384 (Bertil Gösta Efternamn2944, id 194208272395, kundnr 1384): 324023.0
konto 1385 (Yngve Efternamn3930, id 194210198174, kundnr 1385): 215002.0
konto 1386 (Sara Efternamn2225, id 194402109062, kundnr 1386): 215025.0
konto 1387 (Bo Erik Efternamn3545, id 194405307051, kundnr 1387): 215020.0
konto 1388 (Märta Viktoria Efternamn2854, id 194504302383, kundnr 1388): 324024.0
konto 1389 (Lauri Kaarlo Efternamn3738, id 194510194659, kundnr 1389): 325015.0
konto 1390 (Leo Efternamn1870, id 194512137250, kundnr 1390): 325010.0
konto 1391 (Gloria Efternamn2330, id 194602138184, kundnr 1391): 215025.0
konto 1392 (Jane Efternamn1969, id 194805132380, kundnr 1392): 215020.0
konto 1393 (Therese Maria Efternamn2620, id 194806172682, kundnr 1393): 215020.0
konto 1394 (Ylva Efternamn3739, id 194808262341, kundnr 1394): 215025.0
konto 1395 (Harald Efternamn1955, id 194809301551, kundnr 1395): 215020.0
konto 1396 (Gite Efternamn1016, id 194902283045, kundnr 1396): 325015.0
konto 1397 (Youkko Efternamn1679, id 194903012658, kundnr 1397): 325016.0
konto 1398 (Herman Efternamn1398, id 194904262153, kundnr 1398): 215025.0
konto 1399 (Anders Efternamn3315, id 195002281839, kundnr 1399): 215028.0
konto 1400 (Irene Efternamn1787, id 195207122184, kundnr 1400): 215024.0
konto 1401 (Olga Efternamn3742, id 195305122623, kundnr 1401): 215025.0
konto 1402 (Fima Efternamn3652, id 195310292379, kundnr 1402): 215027.0
konto 1403 (Michael Efternamn2386, id 195311202351, kundnr 1403): 215020.0
konto 1404 (Elin Matilda Efternamn1369, id 195401225205, kundnr 1404): 215020.0
konto 1405 (Ali Efternamn1392, id 195401277099, kundnr 1405): 215020.0
konto 1406 (Pia Marie Efternamn3359, id 195405162644, kundnr 1406): 215020.0
konto 1407 (Ingela Efternamn2206, id 195407052561, kundnr 1407): 215027.0
konto 1408 (Pentti Olavi Efternamn3247, id 195411122590, kundnr 1408): 215020.0
konto 1409 (Egon Efternamn3249, id 195601132334, kundnr 1409): 215024.0
konto 1410 (Peter Anders Efternamn3922, id 195606172798, kundnr 1410): 212104.0
konto 1411 (Jenny Efternamn2704, id 195606182748, kundnr 1411): 215028.0
konto 1412 (Lena Efternamn1426, id 195607302329, kundnr 1412): 215028.0
konto 1413 (Nils Efternamn3746, id 195706012274, kundnr 1413): 324023.0
konto 1414 (Eva Birgitta Efternamn2165, id 195803012805, kundnr 1414): 215024.0
konto 1415 (Ruperth Mikael Efternamn1182, id 195810033356, kundnr 1415): 215025.0
konto 1416 (Anders Joacim Efternamn3249, id 195904223350, kundnr 1416): 215006.0
konto 1417 (Hans William Efternamn1682, id 195908202673, kundnr 1417): 215020.0
konto 1418 (Karl Efternamn1136, id 196001062626, kundnr 1418): 215006.0
konto 1419 (Pekka Efternamn2248, id 196001189114, kundnr 1419): 324023.0
konto 1420 (Ralf Jonas Efternamn3886, id 196010192679, kundnr 1420): 215020.0
konto 1421 (Hugo Viktor Efternamn3083, id 196103043698, kundnr 1421): 215020.0
konto 1422 (Jenny Efternamn2407, id 196111202989, kundnr 1422): 215020.0
konto 1423 (Martin Efternamn2788, id 196203173056, kundnr 1423): 215024.0
konto 1424 (Liliana Efternamn1124, id 196205143248, kundnr 1424): 215020.0
konto 1425 (Eva Lisa Efternamn3051, id 196206193143, kundnr 1425): 212104.0
konto 1426 (Mauritza Efternamn2854, id 196211022766, kundnr 1426): 215025.0
konto 1427 (Ingrid Maria Efternamn1043, id 196308142782, kundnr 1427): 325015.0
konto 1428 (Gudrun Efternamn2606, id 196309232962, kundnr 1428): 325016.0
konto 1429 (Leopold Efternamn3031, id 196402123191, kundnr 1429): 215002.0
konto 1430 (Jan-Olof Efternamn2951, id 196503143254, kundnr 1430): 324024.0
konto 1431 (Tomas Efternamn2704, id 196504203792, kundnr 1431): 212104.0
konto 1432 (Maria Ellinor Efternamn1945, id 196601062620, kundnr 1432): 215020.0
konto 1433 (Lennart Efternamn2360, id 196602233196, kundnr 1433): 215027.0
konto 1434 (Johan Thomas Efternamn2048, id 196604072618, kundnr 1434): 215020.0
konto 1435 (Amy Efternamn1471, id 196612312386, kundnr 1435): 212104.0
konto 1436 (Karl Efternamn2598, id 196705203252, kundnr 1436): 325010.0
konto 1437 (Sture Efternamn3842, id 196801249290, kundnr 1437): 324024.0
konto 1438 (Irma Mariana Efternamn2849, id 196904302384, kundnr 1438): 215029.0
konto 1439 (Adrian Efternamn2600, id 196909092394, kundnr 1439): 215002.0
konto 1440 (Mad Efternamn2859, id 196909099290, kundnr 1440): 215002.0
konto 1441 (Karl Johan Efternamn3239, id 197007219293, kundnr 1441): 215020.0
konto 1442 (Cecilia Efternamn2849, id 197009309282, kundnr 1442): 325010.0
konto 1443 (Dagny Albertina Efternamn1369, id 196709132887, kundnr 1443): 215024.0
konto 1444 (Aulikki Efternamn3728, id 197201189268, kundnr 1444): 215029.0
konto 1445 (Michel Efternamn1290, id 197502199255, kundnr 1445): 215002.0
konto 1446 (Eskil Efternamn3138, id 197507109291, kundnr 1446): 215006.0
konto 1447 (Beda Kristina Viola Efternamn3906, id 197510179281, kundnr 1447): 325010.0
konto 1448 (Alice Efternamn1859, id 197601082386, kundnr 1448): 215028.0
konto 1449 (Ebba Efternamn1295, id 197601242386, kundnr 1449): 215028.0
konto 1450 (Magnus Johan Efternamn3892, id 197602042397, kundnr 1450): 215028.0
konto 1451 (Amalia Teresia Efternamn1251, id 197602079423, kundnr 1451): 212104.0
konto 1452 (Janice Efternamn2025, id 197603132387, kundnr 1452): 212104.0
konto 1453 (Camilla Efternamn3502, id 197603152385, kundnr 1453): 215027.0
konto 1454 (Jenny Efternamn3503, id 197603282380, kundnr 1454): 215028.0
konto 1455 (My Efternamn1457, id 197605139356, kundnr 1455): 325010.0
konto 1456 (Lisa Efternamn3842, id 197605152383, kundnr 1456): 215020.0
konto 1457 (Liv Efternamn3116, id 197605182380, kundnr 1457): 323004.0
konto 1458 (Felix Einar Efternamn2577, id 197606072390, kundnr 1458): 212104.0
konto 1459 (Johanna Efternamn2578, id 197606212384, kundnr 1459): 215028.0
konto 1460 (Alen Efternamn1653, id 197607032393, kundnr 1460): 215028.0
konto 1461 (Tommy Lars Efternamn2726, id 197607272395, kundnr 1461): 325010.0
konto 1462 (Martin Efternamn2383, id 197608192394, kundnr 1462): 215028.0
konto 1463 (Marita Cecilia Efternamn2767, id 197609142380, kundnr 1463): 215028.0
konto 1464 (Hilda Frideborg Charlotta Efternamn1951, id 197609282384, kundnr 1464): 324023.0
konto 1465 (Amber Efternamn2554, id 197610022381, kundnr 1465): 215028.0
konto 1466 (Teddy Efternamn2851, id 197610102399, kundnr 1466): 215028.0
konto 1467 (Peder Örjan Efternamn3638, id 197611242392, kundnr 1467): 324024.0
konto 1468 (Therese Efternamn1280, id 197612102389, kundnr 1468): 215028.0
konto 1469 (Colin Efternamn3699, id 197612102397, kundnr 1469): 215028.0
konto 1470 (Sammy Efternamn2853, id 197612202395, kundnr 1470): 215028.0
konto 1471 (Sixten Efternamn3661, id 197701142395, kundnr 1471): 215028.0
konto 1472 (Helga Viktoria Efternamn2609, id 198202029289, kundnr 1472): 215020.0
konto 1473 (Isak Efternamn1720, id 200111182382, kundnr 1473): 215028.0
konto 1474 (Jenn Efternamn3501, id 200112202387, kundnr 1474): 212104.0
konto 1475 (Ella Efternamn2141, id 200202102380, kundnr 1475): 215025.0
konto 1476 (Lars Efternamn3883, id 200211182399, kundnr 1476): 215032.0
konto 1477 (Antony Clark Efternamn3968, id 200212272397, kundnr 1477): 215020.0
